Artista,Genero,Origen_busqueda,Cancion,Year,ID_Spotify,ID_Album,Popularidad,Biografia_Resumen,Listeners_LastFM,Playcount_LastFM,Artistas_Similares
Zar,funk,deep funk,Deep Dive,2024,6VOUHLsp7YAaUiKCgcjcSA,74XgLqMwzL7Sixo6wEXoHG,11,"Zar, also known as The Shanbehzadeh Ensemble (Persian: گروه شنبه زاده) is an Iranian folk-jazz band, formed in Bushehr, Iran in 1990. The band offers a rare perspective on the traditional music and dance of the Persian Gulf, more specifically that of the southern Iranian coast. The principal instruments of the ensemble are the neyanbān (bagpipe), ney-jofti (flute), dammām (drum), zarbetempo (percussion), traditional flute, senj (cymbal) and boogh (a goat's horn).",13017,89505,"Channell, Coffee Shop Jungle, Saikon, Askel & Elere, SL8r"
8nine Muzique,funk,deep funk,Deep House Funky,2024,0dYKNaOzK2OsyROWU7kaqU,1R0q8oUwK21NE6xsLswpzQ,17,,341,2140,"Gabbana, SpheraQ, TimAdeep, Earful Soul, Chronical Deep"
The Rollin' Deep,funk,deep funk,I Want Your Love,2024,0T8Q9a7VPzzNGHRloOSswM,3vrAFzI2cZKMr74Osrp5hy,45,,17104,110892,"The Rollin' Deep V2.0, Mauricesax, samedi.noir, Chief Takinawa, Yuri Wong"
Amapiano Trending Vibes,funk,deep funk,Funk 99,2024,6Tw61gcX1gmXpEdnGVdqL2,521oaTFmEZxT8AiPGqm5bO,29,,127,297,"Kamo Mphela, ShaunMusiq, Scotts Maphuma, Felo Le Tee, Nandipha808"
Soultask,funk,deep funk,Funkistan,2024,6dISj4Tx9XjCrDTc2CewjD,58K6WiNNGlYF1f5NTdDuEB,2,,53,134,
Johnny Deep,funk,deep funk,Funk Cookie,2024,6LusZOUlwI77qddcAzsayo,7ng27VoKUefkg6yydOEHTt,4,,1251,5337,"Johnny Deep, Helena Bonham Carter, Sweeney Todd, Kamel Ouali, Jamie Campbell Bower, Johnny Depp, Laura Michelle Kelly, Johnny Depp, Alan Rickman"
Progressive House Absolute Music,funk,deep funk,Funk Buenos,2024,66lQuKE1zoPnTArJ2ruB9s,6l1kNZpuFBLZbPEYmmnrkc,1,,136,3329,"Electronic House Absolute Music, Tom Staar, Cristian Hidalgo, GRIDD, Prash"
Psycho Playa,funk,deep funk,No Reason,2024,390eOvWodn4xJC9jgnm4sI,7C9BrFI3RHOhPN8x7F8hOd,22,,18598,168957,"SH3TLVIZ, OnL, yungalligator, You Lost, FILV"
Alex Cherney,funk,deep funk,The Deep End,2024,2uAH2IdhnqAL2OEZQ0t7ZK,3OBD50rz0A8d76F0tWHgir,3,"Alex Cherney is a sunshine indie artist based in New York.  He writes, records and produces from his self-built tiny house.  Cherney's music fuses a classic sound (The Beatles, Joni Mitchell, Bob Marley) with world percussion and a modern mix.",6934,25439,"Jules Grant, Johnny Burgos, Dylan Chambers, The PutBacks, Isak Thomas and The Stoop Boys"
Bruno Bar,funk,deep funk,What Is Jazz,2024,6ATtdRcl0SKRp0ENzMCFiu,6uEUhRaZ1TLaZEj4BuRBp5,16,,1902,5816,"Joey Jax, mylamine, R1D1, Williams Fuentes, john randle"
Hippiehaus,funk,deep funk,Funky Love Train,2024,6olF6tBX47t7hupRKLt896,0wV3ayHUsO1j4KSx8wwrEe,5,,19085,85333,"Limbo Experience, Cam starring Anggun, Streamer, Takumi Kato, Orbient"
The Rollin' Deep,funk,deep funk,Another Day,2024,3ktzOcHIm2D80ChMZFoT0t,3vrAFzI2cZKMr74Osrp5hy,35,,17104,110892,"The Rollin' Deep V2.0, Mauricesax, samedi.noir, Chief Takinawa, Yuri Wong"
DJ Dark,funk,deep funk,I Need A Miracle,2024,3ymyVBPrmQDAxZTEfcSLvv,3qiiy7TB620zJCEdDpSXdb,12,"Biografie
In 2008 lanseaza primul track produs in studioul Whiteeffect Studio ce se intituleaza “You gonna Fight” ce inregistreaza un succes neasteptat pe vremea aceea.In acelasi an o cunoaste si pe Dora care accepta sa fie vocea pentru al doilea single semnat “Dj Dark ft Dora – Someday”.
La inceputul anului 2010 incepe colaborarea cu postul de radio VIBE FM unde devine din ce in ce mai apreciat datorita dorintei sale de a oferi seturi cat mai pozitive ascultatorilor.",40659,331044,"Misha Miller, Vanotek, Unklfnkl, Monoir, Qodës"
DELACOUR,funk,deep funk,Desert Funk,2024,1iIDFUbJFIh8JLSgAGvfUT,3hNPpfk3bKAlX5iAhfNi6K,14,,103103,589468,"Sunflwr, Djibouti, geods sorèd, mallin, sometimes jah"
The Offline,funk,deep funk,Générique,2024,0jusmtq0ujs5erCM4JvRS7,7GByk3zU16geQvds0ZkFSe,31,"The Offline is an instrumental cinematic soul project based in Hamburg, Germany. Inspired by moody soundtracks of 1960s and 1970s film composers (Francois de Roubaix, Brian Bennet, David Axelrod et al.), The Offline releases atmospheric, soulfully visual tunes with dramatic library-music-esque cinematic arrangements. 

The Offline came to life, when composer and photographer Felix Müller travelled the Atlantic coastline in the south of France with his analogue camera, capturing beach life on film.",85137,642740,"The Ironsides, SHOLTO, Gianni Brezzo, okvsho, Surprise Chef"
Memortal,funk,deep funk,PRXVXCATIXN,2024,37sW7DuYO3iCVcIc6PzxIx,7C4QwIdk14im3YMGGMsQwE,6,,3257,22881,"TOYOTA PLAYA, Nismo Playa, x.voln, DRIVERAVE, HRXSTAL"
DJ ORCUN,funk,deep funk,Funk Wav - Deep Mix,2024,0CASjgNO5dP2iDVhVFYWPs,5EJxhhQhhctHOXat4XRL0z,20,"Orçun Ağaçdan (b. 04/22/1991, Ankara), also known as DJ ORCUN, is a Turkish DJ and music producer. He is known for his work in house music and its sub-genres. He remixed songs of prominent Turkish singers such as Müslüm Gürses and Ferdi Tayfur.

Career
Orçun took his first steps in his musical career by remixing popular songs in 2004 and publishing these on online music platforms. The remixes he produced were highly welcomed in Turkiye and Germany, which was a huge milestone for his musical career.",5613,16935,"Dogus Cabakcor, Furkan Soysal, Burak Bulut, Bugra Atmaca, Derya Bedavacı"
The Rollin' Deep,funk,deep funk,Roaming,2024,5RhZ9f5A33uRjZSx7Pslqv,3vrAFzI2cZKMr74Osrp5hy,36,,17104,110892,"The Rollin' Deep V2.0, Mauricesax, samedi.noir, Chief Takinawa, Yuri Wong"
Candidate,funk,deep funk,Bass Revolution,2024,2Zmw3BI62oZyzYLR3MWeQS,1x9rr5CDjtMSOPUeZTHhxh,21,"1. Candidate are a folk-influenced indie band from the UK, comprising brothers Joel and Alex Morris, and Ian Painter; the band previously included drummer Chris White.  They released five albums on their own record label, Snowstorm.  Their debut album, Taking On The Enemy's Sound, came out in April 2000 and was followed by Tiger Flies in January 2002.  Nuada, the band’s third album, was released in October 2002.  Inspired by the soundtrack to the film The Wicker Man",8494,107292,"Wrought: Ironsmile, Constatine Sankathi, Elements of Need, Republic of Freedom Fighters, Ettil Vrye"
Louden,funk,deep funk,Red Code,2024,5CC3RvLIvpghKRoALX6b0r,7yMorwa32Ye3sGnZIBYmz4,21,,4074,18960,"Ryan Resso, Job De Jong, Danny Snowden, Stef Davidse, Ozzie Guven"
Dam Swindle,funk,deep funk,Touch Me Again - Edit,2024,2Rsv8eFIjEo8sixxdf9aBV,7JOcBzvAvNU304fGX6fqZf,17,"It was in 2011 that Dutch pair Lars Dales and Maarten Smeets quickly broke through in the electronic music scene. Since then they have become known for their widescreen approach to making and playing club-ready grooves. From deep to disco, tech to soul, they join the dots between the past and the present with their own sense of storytelling and do so in clubs around the world, as well as in their own studio. House might be the root of the Dam Swindle sound, but it takes nourishment from a much wider world of music.",81318,521287,"Fouk, Felipe Gordon, Folamour, Black Loops, Demuja"
Jordan Astra,funk,deep funk,Ice Cold,2024,2O6mw41l19t7V9XI8A0twh,5zHs3A7vJQgHLRfoFULxp5,24,"Jordan Astra is an Indonesian-Canadian singer / songwriter / producer based in Toronto. A student of Soul and R&B, Astra has created a sound that blends the musical stylings of Pharrell and Jamiroquai with subtle influences of Bruno Mars, SG Lewis, and Lucky Daye to create something uniquely his own.

The last 12 months have been special for Jordan. In late 2023, he independently released ‘Man From East’, an EP that explores the depths of Jordan’s journey from Australia returning back to his home in Canada and starting from scratch.",41757,188586,"THEHONESTGUY, Emotional Oranges, Armando Young, Christian Kuria, astels"
The Offline,funk,deep funk,Fumée,2024,1K8rCTIccS8pP2vh6MnhgT,7GByk3zU16geQvds0ZkFSe,30,"The Offline is an instrumental cinematic soul project based in Hamburg, Germany. Inspired by moody soundtracks of 1960s and 1970s film composers (Francois de Roubaix, Brian Bennet, David Axelrod et al.), The Offline releases atmospheric, soulfully visual tunes with dramatic library-music-esque cinematic arrangements. 

The Offline came to life, when composer and photographer Felix Müller travelled the Atlantic coastline in the south of France with his analogue camera, capturing beach life on film.",85137,642740,"The Ironsides, SHOLTO, Gianni Brezzo, okvsho, Surprise Chef"
Sebb Junior,funk,deep funk,That Funk - Edit,2024,4fabhhhYOSsA8E1eg1Hbum,3iO0FQDLOuQmRGj11uyVJV,11,"French artist based in Spain, Sebb Junior is one of the most hard-working House music DJ producer of the past few years, thanks to hundred of singles, Ep’s and remixes on hugely respected labels like Large Music, Madhouse Records, Nervous Records, Milk & Sugar, Quantize Records, Let There Be House and many more.

His talent for delivering groovy, emotive and catchy House tracks that hit the spot is demonstrated through his multitude of releases since 2015.",33387,183263,"T.Markakis, Ross Couch, Franck Roger, Redondo, Tullio"
Andre Butano,funk,deep funk,Afrikadisco - Extended Mix,2024,4NC0JCkh4jtEfyowa2xnHz,1Vgl1QAOZAR7sFliohuNop,13,"Born in Santiago, Chile, Andre Butano originally came from the world of gastronomy. Resident and collaborator at La Feria, the only international club in the country and also owns his own label, 'Cachai Music'.

The beginnings of his professional life were in the world of gastronomy. His studies of international cuisine led him to work in the most famous restaurants of Santiago. It is during this stage, that in the absence of some DJs to play ambient music at the restaurant, that he dares to enter the world of records and mixes.",3487,14081,"Cuartero, Rodrigo Laffertt, Rafa Barrios, Miguel Bastida, Hector Couto"
Saison,funk,deep funk,Non Stop,2024,2vlsImxjmmEXT0NiVV5kQ4,72NRMLN3dSGTWmqDCBCMXr,22,"London based house duo Saison have, over the last few years, carved out a niche of their own. Named the best deep house artist of 2018 and 2019 by Traxource, and one of the biggest selling deep house artist on Beatport, they have released on some of the most respected house labels in the world, including Defected, Toolroom, Large Music, Sonar Kollektiv, and Suara to name a few. 

They’ve also remixed many titans of the scene including such musically diverse artists as Jack Back, Chez Damier, Dave Lee and Kevin Yost.",39300,206364,"Jesper Ryom, Marc Cotterell, Weiss (UK), Babert, Qubiko"
Soul Jawa,funk,deep funk,Love Track 24 - B&S Concept Remix,2024,0IuBxBQJMY1eSZAbKCTZpp,2MhlO8yHjjHZ18OHTHni6G,11,,506,1001,"n.W.n., Rob Redford, FINGERS N FLOWERS, Moreno Ácido, Doug Gomez"
The Colours That Rise,funk,deep funk,Deep Space - Private Joy’s Funk Joint,2024,5IlvlVx5Hm0cqjfWKrdHZk,3txhNrZL7v93GA5jmC6xxj,11,,58013,228698,"Sons Of The James, The Expansions, Waaju, GODriguez, Terrace Martin Presents The Pollyseeds"
Du Nord,funk,deep funk,Back to Funk,2024,3TLcPYgDPQ3XLsc87wPJzi,56E3erf3B3Oj0XOSX8qN2Y,23,,3681,11481,"The Fantasies, Flashing Red Lights, Acid Glasses, Long Walks On The Beach, Jonny Dylan Hughes"
Ministry Of Funk,funk,deep funk,In your Arms Tonite (Deep Groove Mix),2024,6R6UR0CQyXMo5cflEKAhAz,5QTBrFvWxLcUgPK6IQMy4X,10,Alias of DJ Marcello Castelli,23479,108597,"Defcon 5, Bass and Heat Hunter, Franca Morgano, Dutchican Soul, Rob Hilton"
DJ Dark,funk,deep funk,Lean On,2024,6cGYPCQVNYqXTdf4iIL9ed,1sRxfTzvl8yFef8BOaG68z,18,"Biografie
In 2008 lanseaza primul track produs in studioul Whiteeffect Studio ce se intituleaza “You gonna Fight” ce inregistreaza un succes neasteptat pe vremea aceea.In acelasi an o cunoaste si pe Dora care accepta sa fie vocea pentru al doilea single semnat “Dj Dark ft Dora – Someday”.
La inceputul anului 2010 incepe colaborarea cu postul de radio VIBE FM unde devine din ce in ce mai apreciat datorita dorintei sale de a oferi seturi cat mai pozitive ascultatorilor.",40659,331044,"Misha Miller, Vanotek, Unklfnkl, Monoir, Qodës"
SH3TLVIZ,funk,deep funk,immortal,2024,5emK5BjapUVqDhS9B4xdgr,0Lb1WFcfF1Q9RbUybdxCw3,18,,33495,253311,"PSYCHO PLAYA, FindMyName, SKYPLAYA, NightMorss, Ben Delay"
Psycho Playa,funk,deep funk,Hold Me,2024,47hjjn3wnEyvjdq192EJbI,3OlGrxI3EgoSlTaRrlHOpJ,22,,18598,168957,"SH3TLVIZ, OnL, yungalligator, You Lost, FILV"
Mallin,funk,deep funk,Need You Right Now,2024,4jWs8xeBWklplY8XLOuhi0,1DpN6dIeEh6DJeTry0BHve,12,"Mallin is the Co-Owner of Hungarian Hot Wax Records, a Midlands based dance music record label alongside Glasgow Underground regular Sam Dexter. 

With releases on labels like the famed Glasgow Underground, Mallin's music has been supported far and wide from house music legends like John Summit, Prunk & Kevin McKay. 

Mallin's most notable club track 'Thick Of It' has remained cemented at the top of Beatport's top 100 for more than half a year and",27438,116888,"sometimes jah, Shroomyland, Delacour, Magnetic Family, Sajmoonn"
Diazpora,funk,deep funk,Song 2,2024,7zRWnsB5KhONTHDqmF9zbp,3l99eKNipss0kErmaIcO7L,10,"Diazpora is a nine-piece funk band from Hamburg, Germany, founded in 2002. It consists of Hans-Christian Stephan (trumpet), Jonathan Krause (baritone saxophone, flute), Alexander ""Kimo"" Eiserbeck (alto saxophone), Lucas Kochbeck (drums), David Nesselhauf (bass), Thomas Neitzel (percussion), Legbo (guitar), Christoph Hinrichsen (keyboards) and Axel Feige (vocals).",7573,50778,"The Mighty Mocambos, The Diasonics, Cookin' On 3 Burners, Lefties Soul Connection, The Soul Surfers"
Tony Madrid,funk,deep funk,These Time,2024,3ENv4fHn2Zh7dBzlDjz7mY,4kD2WBQ6XvaRz6iG8xuHLI,7,,217,578,"Lebedev (RU), B&S Concept, Laurent Simeca, CEV's, Chambord"
Du Nord,funk,deep funk,Fade in Love,2024,0snvcrNgz1H1b7aZT48pBY,3UUm0XXD559qN3C5IJ7BzD,18,,3681,11481,"The Fantasies, Flashing Red Lights, Acid Glasses, Long Walks On The Beach, Jonny Dylan Hughes"
FIRZA,funk,deep funk,Got To Funk,2024,1I3IqEKZMyUDTc75KXe0iU,3C9lWWMu9omTJnboxVmVRb,12,,2087,8952,"Ryan Resso, Dan Fresco, Mati Astroza, Louden, Danny Snowden"
Johnny Deep,funk,deep funk,Glitch Funk,2024,0r2ckjfH3QOxTys4HpTlBS,7uN8aeIQCwei03yRK9XJHW,3,,1251,5337,"Johnny Deep, Helena Bonham Carter, Sweeney Todd, Kamel Ouali, Jamie Campbell Bower, Johnny Depp, Laura Michelle Kelly, Johnny Depp, Alan Rickman"
Ministry Of Funk,funk,deep funk,Together (Deep Soul Mix),2024,7voHZUmtekZZ3uNBdaxtCl,2ki3tIng9rhTmaXnlXm5zq,18,Alias of DJ Marcello Castelli,23479,108597,"Defcon 5, Bass and Heat Hunter, Franca Morgano, Dutchican Soul, Rob Hilton"
Doug Gomez,funk,deep funk,Get Down - Original Mix,2024,5EO3T45HgZWFq5poUC8lIB,13dmYtvVOwnL6a8s4wSjG5,16,,2719,8823,"Rob Redford, Joy Jenkins, n.W.n., Turbojazz, Keith Lorraine"
Toolate Groove,funk,deep funk,Rhythm In My Thoughts,2024,342ethrXdth9qLUiarcthM,6CAxlp3K0cHVsTJadLlhF0,15,,4490,19969,"Ethyène, Weast, Bernardo Mota, Bwi-Bwi, Paperkraft"
The Rollin' Deep,funk,deep funk,Who's House?,2024,0vJIIpwmtvnLZMlyOJD427,3vrAFzI2cZKMr74Osrp5hy,36,,17104,110892,"The Rollin' Deep V2.0, Mauricesax, samedi.noir, Chief Takinawa, Yuri Wong"
Karlis,funk,deep funk,Night Drive - Schwarz & Funk Mix,2024,3yfNRGwsYBzmums5DQ0wet,6sAUGnQEJjhIclzeUV2TLz,18,,355,1178,"Melon Monkey Club, Miki Shojo, Kantare, 973 DJ, The Hobos"
Soul II Soul,funk,deep funk,Nothing Compares to you - Booker T House Mix,2024,55LptOG5eltpE9kqlKTdq5,2XMHJg7bJoMKJNLcMytGOi,14,"Soul II Soul is a two-time Grammy winning act that emerged at the end of the 1980s from London. The group initially attracted attention as a sound system, playing records at house and street parties (where their clothing style - dubbed ""Funki Dred"" - quickly made a splash, inspiring them to start a line of clothing). Founded by Jazzie B and featuring a changing roster of other musicians - notably Nellee Hooper, Simon Law, Phillip 'Daddae' Harvey and",447301,3074125,"Lisa Stansfield, Jody Watley, Loose Ends, Neneh Cherry, Cameo"
Mentol,funk,deep funk,A Thousand Miles,2024,1y1bldL9hUJ9MWP0E3k787,4qqDZKgChODpPV0KXkTBAC,15,,11069,50419,"BOOSTEREO, LexMorris, Max Martis, Cale, PHURS"
Ministry Of Funk,funk,deep funk,Believe (Deep House Mix),2024,7sPzyvOhNkm1pHGXPzL0V4,2ki3tIng9rhTmaXnlXm5zq,21,Alias of DJ Marcello Castelli,23479,108597,"Defcon 5, Bass and Heat Hunter, Franca Morgano, Dutchican Soul, Rob Hilton"
Orochi,funk,deep funk,Longe dos Perigos Noturnos,2024,6Kow39MGiBWCypfj14oZ6A,6Mu1OvykDP0nf1wtG77xpG,43,"There are two artists named Orochi.

1. Flávio César Castro, better known as Orochi, is a Brazilian rapper and singer. He began his musical journey at the age of 14, participating in rap battle circuits, and gradually built his reputation within cultural circles. With a substantial online following, Orochi has amassed millions of social media followers and over one billion song plays, establishing himself as a significant figure in Brazilian rap.",285977,16446714,"Sid, MC Cabelinho, Caio Luccas, Maquiny, Tz da Coronel"
Rhythms of Light,funk,funky,Funky Love,2024,7u3Qk2QUYgb2HpML8KdNNU,3Uwh4UO6Q5MD31LlpganPO,8,,489,996,"Vital Harmonies, Velvet Strings, Palmichyy, Manu Sembrano, Minimal Tales"
Diamante Ayala,funk,funky,Funky Tumbero,2024,1zeGnR2ao10gPzDl3dqf9p,3t0KBrkUOvryV9eP7TJj56,42,,2921,28326,"Nattanael, Gonzalo Nawel, Yamir antiman, Osx Mob, El sobrino"
Love Emotion,funk,funky,Funky Town,2024,7gfupbSQgWEYgZkqBTebzr,3JgrUGo8JpkPTSYgbRyMae,20,,713,3183,"Véronica M, Angela Bresh, Marvin Scott & Mondo Wells, Stina Förster, Gwada Soul Orchestra"
Vital Harmonies,funk,funky,Funky Flow,2024,30t4Qxt0FoJSlYRSM4nyAY,15pVivuNcdAN5f5PbNlfKH,8,,420,1484,"Cheeky Chime, StudyMD, Velvet Strings, Adrán Ulloa, The Scape"
Rhythms of Light,funk,funky,Funky Passion,2024,44TzLp6ctiSLBOUxU5BHeU,1DQPv2l044qfn13s1DDIH2,8,,489,996,"Vital Harmonies, Velvet Strings, Palmichyy, Manu Sembrano, Minimal Tales"
Rhythms of Light,funk,funky,Funky Nights,2024,6g9T38mSzBw4F2rpqcJK35,6Rk9QKPK2TmOZDTtVbExah,8,,489,996,"Vital Harmonies, Velvet Strings, Palmichyy, Manu Sembrano, Minimal Tales"
